iter	MAPE
418	0.3143757705
419	0.3143757705
420	0.3143757705
421	0.3143757705
422	0.3143757705
423	0.3143757705
424	0.3143757705
425	0.3143757705
426	0.3143757705
427	0.3143757705
428	0.3143757705
429	0.3143757705
430	0.3143757705
431	0.3143757705
432	0.3143757705
433	0.3143757705
434	0.3143757705
435	0.3143757705
436	0.3143757705
437	0.3143757705
438	0.3143757705
439	0.3143757705
440	0.3143757705
441	0.3143757705
442	0.3143757705
443	0.3143757705
444	0.3143757705
445	0.3143757705
446	0.3143757705
447	0.3143757705
448	0.3143757705
449	0.3143757705
450	0.3143757705
451	0.3143757705
452	0.3143757705
453	0.3143757705
454	0.3143757705
455	0.3143757705
456	0.3143757705
457	0.3143757705
458	0.3143757705
459	0.3143757705
460	0.3143757705
461	0.3143757705
462	0.3143757705
463	0.3143757705
464	0.3143757705
465	0.3143757705
466	0.3143757705
467	0.3143757705
468	0.3143757705
469	0.3143757705
470	0.3143757705
471	0.3143757705
472	0.3143757705
473	0.3143757705
474	0.3143757705
475	0.3143757705
476	0.3143757705
477	0.3143757705
478	0.3143757705
479	0.3143757705
480	0.3143757705
481	0.3143757705
482	0.3143757705
483	0.3143757705
484	0.3143757705
485	0.3143757705
486	0.3143757705
487	0.3143757705
488	0.3143757705
489	0.3143757705
490	0.3143757705
491	0.3143757705
492	0.3143757705
493	0.3143757705
494	0.3143757705
495	0.3143757705
496	0.3143757705
497	0.3143757705
498	0.3143757705
499	0.3143757705
500	0.3143757705
501	0.3143757705
502	0.3143757705
503	0.3143757705
504	0.3143757705
505	0.3143757705
506	0.3143757705
507	0.3143757705
508	0.3143757705
509	0.3143757705
510	0.3143757705
511	0.3143757705
512	0.3143757705
513	0.3143757705
514	0.3143757705
515	0.3143757705
516	0.3143757705
517	0.3143757705
518	0.3143757705
519	0.3143757705
520	0.3143757705
521	0.3143757705
522	0.3143757705
523	0.3143757705
524	0.3143757705
525	0.3143757705
526	0.3143757705
527	0.3143757705
528	0.3143757705
529	0.3143757705
530	0.3143757705
531	0.3143757705
532	0.3143757705
533	0.3143757705
534	0.3143757705
535	0.3143757705
536	0.3143757705
537	0.3143757705
538	0.3143757705
539	0.3143757705
540	0.3143757705
541	0.3143757705
542	0.3143757705
543	0.3143757705
544	0.3143757705
545	0.3143757705
546	0.3143757705
547	0.3143757705
548	0.3143757705
549	0.3143757705
550	0.3143757705
551	0.3143757705
552	0.3143757705
553	0.3143757705
554	0.3143757705
555	0.3143757705
556	0.3143757705
557	0.3143757705
558	0.3143757705
559	0.3143757705
560	0.3143757705
561	0.3143757705
562	0.3143757705
563	0.3143757705
564	0.3143757705
565	0.3143757705
566	0.3143757705
567	0.3143757705
568	0.3143757705
569	0.3143757705
570	0.3143757705
571	0.3143757705
572	0.3143757705
573	0.3143757705
574	0.3143757705
575	0.3143757705
576	0.3143757705
577	0.3143757705
578	0.3143757705
579	0.3143757705
580	0.3143757705
581	0.3143757705
582	0.3143757705
583	0.3143757705
584	0.3143757705
585	0.3143757705
586	0.3143757705
587	0.3143757705
588	0.3143757705
589	0.3143757705
590	0.3143757705
591	0.3143757705
592	0.3143757705
593	0.3143757705
594	0.3143757705
595	0.3143757705
596	0.3143757705
597	0.3143757705
598	0.3143757705
599	0.3143757705
600	0.3143757705
601	0.3143757705
602	0.3143757705
603	0.3143757705
604	0.3143757705
605	0.3143757705
606	0.3143757705
607	0.3143757705
608	0.3143757705
609	0.3143757705
610	0.3143757705
611	0.3143757705
612	0.3143757705
613	0.3143757705
614	0.3143757705
615	0.3143757705
616	0.3143757705
617	0.3143757705
618	0.3143757705
619	0.3143757705
620	0.3143757705
621	0.3143757705
622	0.3143757705
623	0.3143757705
624	0.3143757705
625	0.3143757705
626	0.3143757705
627	0.3143757705
628	0.3143757705
629	0.3143757705
630	0.3143757705
631	0.3143757705
632	0.3143757705
633	0.3143757705
634	0.3143757705
635	0.3143757705
636	0.3143757705
637	0.3143757705
638	0.3143757705
639	0.3143757705
640	0.3143757705
641	0.3143757705
642	0.3143757705
643	0.3143757705
644	0.3143757705
645	0.3143757705
646	0.3143757705
647	0.3143757705
648	0.3143757705
649	0.3143757705
650	0.3143757705
651	0.3143757705
652	0.3143757705
653	0.3143757705
654	0.3143757705
655	0.3143757705
656	0.3143757705
657	0.3143757705
658	0.3143757705
659	0.3143757705
660	0.3143757705
661	0.3143757705
662	0.3143757705
663	0.3143757705
664	0.3143757705
665	0.3143757705
666	0.3143757705
667	0.3143757705
668	0.3143757705
669	0.3143757705
670	0.3143757705
671	0.3143757705
672	0.3143757705
673	0.3143757705
674	0.3143757705
675	0.3143757705
676	0.3143757705
677	0.3143757705
678	0.3143757705
679	0.3143757705
680	0.3143757705
681	0.3143757705
682	0.3143757705
683	0.3143757705
684	0.3143757705
685	0.3143757705
686	0.3143757705
687	0.3143757705
688	0.3143757705
689	0.3143757705
690	0.3143757705
691	0.3143757705
692	0.3143757705
693	0.3143757705
694	0.3143757705
695	0.3143757705
696	0.3143757705
697	0.3143757705
698	0.3143757705
699	0.3143757705
700	0.3143757705
701	0.3143757705
702	0.3143757705
703	0.3143757705
704	0.3143757705
705	0.3143757705
706	0.3143757705
707	0.3143757705
708	0.3143757705
709	0.3143757705
710	0.3143757705
711	0.3143757705
712	0.3143757705
713	0.3143757705
714	0.3143757705
715	0.3143757705
716	0.3143757705
717	0.3143757705
718	0.3143757705
719	0.3143757705
720	0.3143757705
721	0.3143757705
722	0.3143757705
723	0.3143757705
724	0.3143757705
725	0.3143757705
726	0.3143757705
727	0.3143757705
728	0.3143757705
729	0.3143757705
730	0.3143757705
731	0.3143757705
732	0.3143757705
733	0.3143757705
734	0.3143757705
735	0.3143757705
736	0.3143757705
737	0.3143757705
738	0.3143757705
739	0.3143757705
740	0.3143757705
741	0.3143757705
742	0.3143757705
743	0.3143757705
744	0.3143757705
745	0.3143757705
746	0.3143757705
747	0.3143757705
748	0.3143757705
749	0.3143757705
750	0.3143757705
751	0.3143757705
752	0.3143757705
753	0.3143757705
754	0.3143757705
755	0.3143757705
756	0.3143757705
757	0.3143757705
758	0.3143757705
759	0.3143757705
760	0.3143757705
761	0.3143757705
762	0.3143757705
763	0.3143757705
764	0.3143757705
765	0.3143757705
766	0.3143757705
767	0.3143757705
768	0.3143757705
769	0.3143757705
770	0.3143757705
771	0.3143757705
772	0.3143757705
773	0.3143757705
774	0.3143757705
775	0.3143757705
776	0.3143757705
777	0.3143757705
778	0.3143757705
779	0.3143757705
780	0.3143757705
781	0.3143757705
782	0.3143757705
783	0.3143757705
784	0.3143757705
785	0.3143757705
786	0.3143757705
787	0.3143757705
788	0.3143757705
789	0.3143757705
790	0.3143757705
791	0.3143757705
792	0.3143757705
793	0.3143757705
794	0.3143757705
795	0.3143757705
796	0.3143757705
797	0.3143757705
798	0.3143757705
799	0.3143757705
800	0.3143757705
801	0.3143757705
802	0.3143757705
803	0.3143757705
804	0.3143757705
805	0.3143757705
806	0.3143757705
807	0.3143757705
808	0.3143757705
809	0.3143757705
810	0.3143757705
811	0.3143757705
812	0.3143757705
813	0.3143757705
814	0.3143757705
815	0.3143757705
816	0.3143757705
817	0.3143757705
818	0.3143757705
819	0.3143757705
820	0.3143757705
821	0.3143757705
822	0.3143757705
823	0.3143757705
824	0.3143757705
825	0.3143757705
826	0.3143757705
827	0.3143757705
828	0.3143757705
829	0.3143757705
830	0.3143757705
831	0.3143757705
832	0.3143757705
833	0.3143757705
834	0.3143757705
835	0.3143757705
836	0.3143757705
837	0.3143757705
838	0.3143757705
839	0.3143757705
840	0.3143757705
841	0.3143757705
842	0.3143757705
843	0.3143757705
844	0.3143757705
845	0.3143757705
846	0.3143757705
847	0.3143757705
848	0.3143757705
849	0.3143757705
850	0.3143757705
851	0.3143757705
852	0.3143757705
853	0.3143757705
854	0.3143757705
855	0.3143757705
856	0.3143757705
857	0.3143757705
858	0.3143757705
859	0.3143757705
860	0.3143757705
861	0.3143757705
862	0.3143757705
863	0.3143757705
864	0.3143757705
865	0.3143757705
866	0.3143757705
867	0.3143757705
868	0.3143757705
869	0.3143757705
870	0.3143757705
871	0.3143757705
872	0.3143757705
873	0.3143757705
874	0.3143757705
875	0.3143757705
876	0.3143757705
877	0.3143757705
878	0.3143757705
879	0.3143757705
880	0.3143757705
881	0.3143757705
882	0.3143757705
883	0.3143757705
884	0.3143757705
885	0.3143757705
886	0.3143757705
887	0.3143757705
888	0.3143757705
889	0.3143757705
890	0.3143757705
891	0.3143757705
892	0.3143757705
893	0.3143757705
894	0.3143757705
895	0.3143757705
896	0.3143757705
897	0.3143757705
898	0.3143757705
899	0.3143757705
900	0.3143757705
901	0.3143757705
902	0.3143757705
903	0.3143757705
904	0.3143757705
905	0.3143757705
906	0.3143757705
907	0.3143757705
908	0.3143757705
909	0.3143757705
910	0.3143757705
911	0.3143757705
912	0.3143757705
913	0.3143757705
914	0.3143757705
915	0.3143757705
916	0.3143757705
917	0.3143757705
918	0.3143757705
919	0.3143757705
920	0.3143757705
921	0.3143757705
922	0.3143757705
923	0.3143757705
924	0.3143757705
925	0.3143757705
926	0.3143757705
927	0.3143757705
928	0.3143757705
929	0.3143757705
930	0.3143757705
931	0.3143757705
932	0.3143757705
933	0.3143757705
934	0.3143757705
935	0.3143757705
936	0.3143757705
937	0.3143757705
938	0.3143757705
939	0.3143757705
940	0.3143757705
941	0.3143757705
942	0.3143757705
943	0.3143757705
944	0.3143757705
945	0.3143757705
946	0.3143757705
947	0.3143757705
948	0.3143757705
949	0.3143757705
950	0.3143757705
951	0.3143757705
952	0.3143757705
953	0.3143757705
954	0.3143757705
955	0.3143757705
956	0.3143757705
957	0.3143757705
958	0.3143757705
959	0.3143757705
960	0.3143757705
961	0.3143757705
962	0.3143757705
963	0.3143757705
964	0.3143757705
965	0.3143757705
966	0.3143757705
967	0.3143757705
968	0.3143757705
969	0.3143757705
970	0.3143757705
971	0.3143757705
972	0.3143757705
973	0.3143757705
974	0.3143757705
975	0.3143757705
976	0.3143757705
977	0.3143757705
978	0.3143757705
979	0.3143757705
980	0.3143757705
981	0.3143757705
982	0.3143757705
983	0.3143757705
984	0.3143757705
985	0.3143757705
986	0.3143757705
987	0.3143757705
988	0.3143757705
989	0.3143757705
990	0.3143757705
991	0.3143757705
992	0.3143757705
993	0.3143757705
994	0.3143757705
995	0.3143757705
996	0.3143757705
997	0.3143757705
998	0.3143757705
999	0.3143757705
1000	0.3143757705
1001	0.3143757705
1002	0.3143757705
1003	0.3143757705
1004	0.3143757705
1005	0.3143757705
1006	0.3143757705
1007	0.3143757705
1008	0.3143757705
1009	0.3143757705
1010	0.3143757705
1011	0.3143757705
1012	0.3143757705
1013	0.3143757705
1014	0.3143757705
1015	0.3143757705
1016	0.3143757705
1017	0.3143757705
1018	0.3143757705
1019	0.3143757705
1020	0.3143757705
1021	0.3143757705
1022	0.3143757705
1023	0.3143757705
1024	0.3143757705
1025	0.3143757705
1026	0.3143757705
1027	0.3143757705
1028	0.3143757705
1029	0.3143757705
1030	0.3143757705
1031	0.3143757705
1032	0.3143757705
1033	0.3143757705
1034	0.3143757705
1035	0.3143757705
1036	0.3143757705
1037	0.3143757705
1038	0.3143757705
1039	0.3143757705
1040	0.3143757705
1041	0.3143757705
1042	0.3143757705
1043	0.3143757705
1044	0.3143757705
1045	0.3143757705
1046	0.3143757705
1047	0.3143757705
1048	0.3143757705
1049	0.3143757705
1050	0.3143757705
1051	0.3143757705
1052	0.3143757705
1053	0.3143757705
1054	0.3143757705
1055	0.3143757705
1056	0.3143757705
1057	0.3143757705
1058	0.3143757705
1059	0.3143757705
1060	0.3143757705
1061	0.3143757705
1062	0.3143757705
1063	0.3143757705
1064	0.3143757705
1065	0.3143757705
1066	0.3143757705
1067	0.3143757705
1068	0.3143757705
1069	0.3143757705
1070	0.3143757705
1071	0.3143757705
1072	0.3143757705
1073	0.3143757705
1074	0.3143757705
1075	0.3143757705
1076	0.3143757705
1077	0.3143757705
1078	0.3143757705
1079	0.3143757705
1080	0.3143757705
1081	0.3143757705
1082	0.3143757705
1083	0.3143757705
1084	0.3143757705
1085	0.3143757705
1086	0.3143757705
1087	0.3143757705
1088	0.3143757705
1089	0.3143757705
1090	0.3143757705
1091	0.3143757705
1092	0.3143757705
1093	0.3143757705
1094	0.3143757705
1095	0.3143757705
1096	0.3143757705
1097	0.3143757705
1098	0.3143757705
1099	0.3143757705
1100	0.3143757705
1101	0.3143757705
1102	0.3143757705
1103	0.3143757705
1104	0.3143757705
1105	0.3143757705
1106	0.3143757705
1107	0.3143757705
1108	0.3143757705
1109	0.3143757705
1110	0.3143757705
1111	0.3143757705
1112	0.3143757705
1113	0.3143757705
1114	0.3143757705
1115	0.3143757705
1116	0.3143757705
1117	0.3143757705
1118	0.3143757705
1119	0.3143757705
1120	0.3143757705
1121	0.3143757705
1122	0.3143757705
1123	0.3143757705
1124	0.3143757705
1125	0.3143757705
1126	0.3143757705
1127	0.3143757705
1128	0.3143757705
1129	0.3143757705
1130	0.3143757705
1131	0.3143757705
1132	0.3143757705
1133	0.3143757705
1134	0.3143757705
1135	0.3143757705
1136	0.3143757705
1137	0.3143757705
1138	0.3143757705
1139	0.3143757705
1140	0.3143757705
1141	0.3143757705
1142	0.3143757705
1143	0.3143757705
1144	0.3143757705
1145	0.3143757705
1146	0.3143757705
1147	0.3143757705
1148	0.3143757705
1149	0.3143757705
1150	0.3143757705
1151	0.3143757705
1152	0.3143757705
1153	0.3143757705
1154	0.3143757705
1155	0.3143757705
1156	0.3143757705
1157	0.3143757705
1158	0.3143757705
1159	0.3143757705
1160	0.3143757705
1161	0.3143757705
1162	0.3143757705
1163	0.3143757705
1164	0.3143757705
1165	0.3143757705
1166	0.3143757705
1167	0.3143757705
1168	0.3143757705
1169	0.3143757705
1170	0.3143757705
1171	0.3143757705
1172	0.3143757705
1173	0.3143757705
1174	0.3143757705
1175	0.3143757705
1176	0.3143757705
1177	0.3143757705
1178	0.3143757705
1179	0.3143757705
1180	0.3143757705
1181	0.3143757705
1182	0.3143757705
1183	0.3143757705
1184	0.3143757705
1185	0.3143757705
1186	0.3143757705
1187	0.3143757705
1188	0.3143757705
1189	0.3143757705
1190	0.3143757705
1191	0.3143757705
1192	0.3143757705
1193	0.3143757705
1194	0.3143757705
1195	0.3143757705
1196	0.3143757705
1197	0.3143757705
1198	0.3143757705
1199	0.3143757705
1200	0.3143757705
1201	0.3143757705
1202	0.3143757705
1203	0.3143757705
1204	0.3143757705
1205	0.3143757705
1206	0.3143757705
1207	0.3143757705
1208	0.3143757705
1209	0.3143757705
1210	0.3143757705
1211	0.3143757705
1212	0.3143757705
1213	0.3143757705
1214	0.3143757705
1215	0.3143757705
1216	0.3143757705
1217	0.3143757705
1218	0.3143757705
1219	0.3143757705
1220	0.3143757705
1221	0.3143757705
1222	0.3143757705
1223	0.3143757705
1224	0.3143757705
1225	0.3143757705
1226	0.3143757705
1227	0.3143757705
1228	0.3143757705
1229	0.3143757705
1230	0.3143757705
1231	0.3143757705
1232	0.3143757705
1233	0.3143757705
1234	0.3143757705
1235	0.3143757705
1236	0.3143757705
1237	0.3143757705
1238	0.3143757705
1239	0.3143757705
1240	0.3143757705
1241	0.3143757705
1242	0.3143757705
1243	0.3143757705
1244	0.3143757705
1245	0.3143757705
1246	0.3143757705
1247	0.3143757705
1248	0.3143757705
1249	0.3143757705
1250	0.3143757705
1251	0.3143757705
1252	0.3143757705
1253	0.3143757705
1254	0.3143757705
1255	0.3143757705
1256	0.3143757705
1257	0.3143757705
1258	0.3143757705
1259	0.3143757705
1260	0.3143757705
1261	0.3143757705
1262	0.3143757705
1263	0.3143757705
1264	0.3143757705
1265	0.3143757705
1266	0.3143757705
1267	0.3143757705
1268	0.3143757705
1269	0.3143757705
1270	0.3143757705
1271	0.3143757705
1272	0.3143757705
1273	0.3143757705
1274	0.3143757705
1275	0.3143757705
1276	0.3143757705
1277	0.3143757705
1278	0.3143757705
1279	0.3143757705
1280	0.3143757705
1281	0.3143757705
1282	0.3143757705
1283	0.3143757705
1284	0.3143757705
1285	0.3143757705
1286	0.3143757705
1287	0.3143757705
1288	0.3143757705
1289	0.3143757705
1290	0.3143757705
1291	0.3143757705
1292	0.3143757705
1293	0.3143757705
1294	0.3143757705
1295	0.3143757705
1296	0.3143757705
1297	0.3143757705
1298	0.3143757705
1299	0.3143757705
1300	0.3143757705
1301	0.3143757705
1302	0.3143757705
1303	0.3143757705
1304	0.3143757705
1305	0.3143757705
1306	0.3143757705
1307	0.3143757705
1308	0.3143757705
1309	0.3143757705
1310	0.3143757705
1311	0.3143757705
1312	0.3143757705
1313	0.3143757705
1314	0.3143757705
1315	0.3143757705
1316	0.3143757705
1317	0.3143757705
1318	0.3143757705
1319	0.3143757705
1320	0.3143757705
1321	0.3143757705
1322	0.3143757705
1323	0.3143757705
1324	0.3143757705
1325	0.3143757705
1326	0.3143757705
1327	0.3143757705
1328	0.3143757705
1329	0.3143757705
1330	0.3143757705
1331	0.3143757705
1332	0.3143757705
1333	0.3143757705
1334	0.3143757705
1335	0.3143757705
1336	0.3143757705
1337	0.3143757705
1338	0.3143757705
1339	0.3143757705
1340	0.3143757705
1341	0.3143757705
1342	0.3143757705
1343	0.3143757705
1344	0.3143757705
1345	0.3143757705
1346	0.3143757705
1347	0.3143757705
1348	0.3143757705
1349	0.3143757705
1350	0.3143757705
1351	0.3143757705
1352	0.3143757705
1353	0.3143757705
1354	0.3143757705
1355	0.3143757705
1356	0.3143757705
1357	0.3143757705
1358	0.3143757705
1359	0.3143757705
1360	0.3143757705
1361	0.3143757705
1362	0.3143757705
1363	0.3143757705
1364	0.3143757705
1365	0.3143757705
1366	0.3143757705
1367	0.3143757705
1368	0.3143757705
1369	0.3143757705
1370	0.3143757705
1371	0.3143757705
1372	0.3143757705
1373	0.3143757705
1374	0.3143757705
1375	0.3143757705
1376	0.3143757705
1377	0.3143757705
1378	0.3143757705
1379	0.3143757705
1380	0.3143757705
1381	0.3143757705
1382	0.3143757705
1383	0.3143757705
1384	0.3143757705
1385	0.3143757705
1386	0.3143757705
1387	0.3143757705
1388	0.3143757705
1389	0.3143757705
1390	0.3143757705
1391	0.3143757705
1392	0.3143757705
1393	0.3143757705
1394	0.3143757705
1395	0.3143757705
1396	0.3143757705
1397	0.3143757705
1398	0.3143757705
1399	0.3143757705
1400	0.3143757705
1401	0.3143757705
1402	0.3143757705
1403	0.3143757705
1404	0.3143757705
1405	0.3143757705
1406	0.3143757705
1407	0.3143757705
1408	0.3143757705
1409	0.3143757705
1410	0.3143757705
1411	0.3143757705
1412	0.3143757705
1413	0.3143757705
1414	0.3143757705
1415	0.3143757705
1416	0.3143757705
1417	0.3143757705
1418	0.3143757705
1419	0.3143757705
1420	0.3143757705
1421	0.3143757705
1422	0.3143757705
1423	0.3143757705
1424	0.3143757705
1425	0.3143757705
1426	0.3143757705
1427	0.3143757705
1428	0.3143757705
1429	0.3143757705
1430	0.3143757705
1431	0.3143757705
1432	0.3143757705
1433	0.3143757705
1434	0.3143757705
1435	0.3143757705
1436	0.3143757705
1437	0.3143757705
1438	0.3143757705
1439	0.3143757705
1440	0.3143757705
1441	0.3143757705
1442	0.3143757705
1443	0.3143757705
1444	0.3143757705
1445	0.3143757705
1446	0.3143757705
1447	0.3143757705
1448	0.3143757705
1449	0.3143757705
1450	0.3143757705
1451	0.3143757705
1452	0.3143757705
1453	0.3143757705
1454	0.3143757705
1455	0.3143757705
1456	0.3143757705
1457	0.3143757705
1458	0.3143757705
1459	0.3143757705
1460	0.3143757705
1461	0.3143757705
1462	0.3143757705
1463	0.3143757705
1464	0.3143757705
1465	0.3143757705
1466	0.3143757705
1467	0.3143757705
1468	0.3143757705
1469	0.3143757705
1470	0.3143757705
1471	0.3143757705
1472	0.3143757705
1473	0.3143757705
1474	0.3143757705
1475	0.3143757705
1476	0.3143757705
1477	0.3143757705
1478	0.3143757705
1479	0.3143757705
1480	0.3143757705
1481	0.3143757705
1482	0.3143757705
1483	0.3143757705
1484	0.3143757705
1485	0.3143757705
1486	0.3143757705
1487	0.3143757705
1488	0.3143757705
1489	0.3143757705
1490	0.3143757705
1491	0.3143757705
1492	0.3143757705
1493	0.3143757705
1494	0.3143757705
1495	0.3143757705
1496	0.3143757705
1497	0.3143757705
