iter	Passed	Remaining
1677	9569	47458
1678	9574	47451
1679	9580	47447
1680	9586	47442
1681	9592	47435
1682	9597	47430
1683	9603	47424
1684	9608	47417
1685	9614	47409
1686	9619	47402
1687	9625	47395
1688	9630	47389
1689	9636	47382
1690	9641	47375
1691	9647	47368
1692	9652	47361
1693	9657	47353
1694	9663	47346
1695	9668	47340
1696	9674	47334
1697	9680	47328
1698	9685	47321
1699	9691	47315
1700	9696	47307
1701	9702	47302
1702	9707	47295
1703	9713	47289
1704	9718	47281
1705	9723	47274
1706	9729	47265
1707	9734	47259
1708	9740	47253
1709	9745	47246
1710	9751	47240
1711	9757	47234
1712	9762	47228
1713	9767	47221
1714	9773	47215
1715	9779	47209
1716	9784	47202
1717	9790	47195
1718	9795	47189
1719	9801	47183
1720	9806	47176
1721	9812	47170
1722	9818	47164
1723	9823	47157
1724	9829	47151
1725	9834	47144
1726	9840	47138
1727	9845	47131
1728	9851	47124
1729	9856	47119
1730	9862	47111
1731	9867	47104
1732	9873	47098
1733	9878	47092
1734	9884	47085
1735	9889	47079
1736	9895	47073
1737	9901	47066
1738	10069	47836
1739	10076	47833
1740	10082	47830
1741	10089	47828
1742	10095	47823
1743	10101	47818
1744	10106	47812
1745	10112	47806
1746	10118	47800
1747	10124	47795
1748	10130	47790
1749	10136	47784
1750	10141	47778
1751	10147	47773
1752	10153	47769
1753	10159	47763
1754	10165	47756
1755	10171	47750
1756	10176	47745
1757	10182	47739
1758	10188	47733
1759	10194	47727
1760	10200	47722
1761	10206	47717
1762	10212	47712
1763	10217	47706
1764	10223	47700
1765	10229	47695
1766	10235	47690
1767	10241	47685
1768	10247	47679
1769	10253	47674
1770	10258	47668
1771	10264	47662
1772	10270	47657
1773	10276	47651
1774	10282	47645
1775	10287	47639
1776	10293	47634
1777	10299	47628
1778	10305	47623
1779	10311	47618
1780	10317	47613
1781	10323	47608
1782	10329	47602
1783	10335	47597
1784	10341	47591
1785	10346	47586
1786	10352	47580
1787	10358	47575
1788	10364	47570
1789	10370	47564
1790	10376	47559
1791	10382	47554
1792	10388	47549
1793	10394	47544
1794	10400	47539
1795	10406	47533
1796	10412	47529
1797	10418	47524
1798	10424	47519
1799	10430	47514
1800	10435	47508
1801	10441	47504
1802	10447	47498
1803	10453	47493
1804	10459	47487
1805	10465	47481
1806	10470	47475
1807	10476	47470
1808	10482	47465
1809	10489	47462
1810	10495	47458
1811	10501	47453
1812	10507	47449
1813	10513	47445
1814	10519	47440
1815	10525	47435
1816	10531	47430
1817	10537	47425
1818	10543	47419
1819	10549	47412
1820	10554	47405
1821	10560	47400
1822	10566	47394
1823	10572	47388
1824	10578	47385
1825	10584	47380
1826	10590	47374
1827	10595	47368
1828	10601	47362
1829	10607	47356
1830	10613	47351
1831	10619	47346
1832	10625	47340
1833	10630	47334
1834	10636	47329
1835	10642	47324
1836	10648	47318
1837	10654	47313
1838	10660	47308
1839	10666	47301
1840	10671	47295
1841	10677	47290
1842	10683	47285
1843	10689	47280
1844	10695	47275
1845	10701	47271
1846	10707	47264
1847	10713	47259
1848	10719	47253
1849	10725	47248
1850	10730	47242
1851	10736	47236
1852	10742	47230
1853	10748	47224
1854	10753	47218
1855	10759	47213
1856	10765	47207
1857	10771	47201
1858	10777	47195
1859	10782	47189
1860	10788	47184
1861	10794	47178
1862	10800	47173
1863	10806	47168
1864	10812	47162
1865	10817	47155
1866	10823	47150
1867	10829	47143
1868	10835	47138
1869	10841	47133
1870	10847	47129
1871	10853	47123
1872	10859	47118
1873	10864	47112
1874	10870	47107
1875	10876	47101
1876	10882	47095
1877	10888	47091
1878	10894	47084
1879	10900	47078
1880	10905	47073
1881	10911	47068
1882	10917	47062
1883	10923	47057
1884	10929	47051
1885	10935	47046
1886	10940	47039
1887	10946	47034
1888	10952	47028
1889	10958	47024
1890	10964	47017
1891	10970	47012
1892	10976	47006
1893	10981	47000
1894	10987	46995
1895	10993	46989
1896	10999	46984
1897	11005	46979
1898	11011	46973
1899	11017	46967
1900	11022	46961
1901	11028	46955
1902	11034	46949
1903	11040	46945
1904	11091	47132
1905	11098	47131
1906	11104	47126
1907	11110	47122
1908	11117	47119
1909	11123	47112
1910	11129	47108
1911	11135	47102
1912	11140	47097
1913	11146	47090
1914	11152	47084
1915	11158	47079
1916	11163	47072
1917	11169	47066
1918	11175	47060
1919	11181	47054
1920	11187	47048
1921	11192	47042
1922	11198	47035
1923	11204	47029
1924	11209	47023
1925	11215	47016
1926	11221	47011
1927	11227	47006
1928	11233	47000
1929	11239	46994
1930	11245	46989
1931	11250	46983
1932	11256	46976
1933	11262	46970
1934	11268	46965
1935	11273	46959
1936	11279	46952
1937	11285	46946
1938	11290	46939
1939	11296	46933
1940	11302	46927
1941	11308	46921
1942	11313	46914
1943	11319	46908
1944	11325	46902
1945	11331	46896
1946	11336	46889
1947	11342	46883
1948	11348	46877
1949	11353	46871
1950	11359	46865
1951	11365	46859
1952	11371	46854
1953	11377	46847
1954	11383	46842
1955	11389	46840
1956	11395	46835
1957	11401	46830
1958	11407	46823
1959	11413	46817
1960	11418	46811
1961	11424	46805
1962	11430	46798
1963	11436	46793
1964	11441	46786
1965	11447	46780
1966	11453	46774
1967	11459	46769
1968	11465	46762
1969	11470	46757
1970	11476	46750
1971	11482	46745
1972	11488	46739
1973	11494	46733
1974	11499	46727
1975	11505	46720
1976	11511	46715
1977	11517	46710
1978	11523	46705
1979	11529	46700
1980	11535	46693
1981	11541	46688
1982	11546	46682
1983	11552	46675
1984	11558	46670
1985	11564	46663
1986	11569	46657
1987	11575	46650
1988	11581	46645
1989	11586	46638
1990	11592	46632
1991	11598	46625
1992	11603	46619
1993	11609	46611
1994	11614	46605
1995	11620	46600
1996	11626	46593
1997	11632	46586
1998	11637	46580
1999	11643	46575
2000	11650	46571
2001	11656	46565
2002	11661	46560
2003	11667	46554
2004	11673	46548
2005	11679	46541
2006	11684	46535
2007	11690	46529
2008	11696	46522
2009	11701	46516
2010	11707	46510
2011	11713	46504
2012	11719	46499
2013	11725	46493
2014	11730	46486
2015	11736	46481
2016	11742	46475
2017	11748	46469
2018	11754	46463
2019	11759	46457
2020	11765	46452
2021	11771	46447
2022	11777	46442
2023	11784	46437
2024	11789	46431
2025	11795	46426
2026	11801	46420
2027	11807	46415
2028	11813	46410
2029	11819	46404
2030	11825	46398
2031	11831	46392
2032	11836	46386
2033	11843	46382
2034	11848	46376
2035	11854	46370
2036	11860	46365
2037	11866	46360
2038	11872	46355
2039	11878	46350
2040	11884	46344
2041	11890	46339
2042	11896	46334
2043	11902	46329
2044	11908	46324
2045	11914	46319
2046	11920	46314
2047	11926	46308
2048	11932	46304
2049	11939	46300
2050	11944	46294
2051	11951	46290
2052	11957	46284
2053	11962	46278
2054	11968	46273
2055	11974	46266
2056	11980	46263
2057	11986	46257
2058	11992	46250
2059	11998	46245
2060	12003	46238
2061	12009	46232
2062	12015	46226
2063	12020	46219
2064	12026	46214
2065	12032	46207
2066	12038	46201
2067	12043	46195
2068	12049	46189
2069	12055	46182
2070	12061	46177
2071	12066	46171
2072	12120	46348
2073	12127	46345
2074	12133	46339
2075	12139	46335
2076	12145	46330
2077	12151	46324
2078	12157	46318
2079	12163	46313
2080	12169	46307
2081	12174	46301
2082	12180	46295
2083	12186	46289
2084	12192	46283
2085	12198	46278
2086	12203	46272
2087	12209	46265
2088	12215	46259
2089	12221	46253
2090	12226	46247
2091	12232	46240
2092	12238	46234
2093	12244	46228
2094	12249	46222
2095	12255	46216
2096	12261	46210
2097	12267	46203
2098	12273	46198
2099	12279	46192
2100	12284	46187
2101	12290	46179
2102	12296	46173
2103	12302	46168
2104	12307	46161
2105	12313	46155
2106	12319	46151
2107	12325	46145
2108	12331	46140
2109	12337	46133
2110	12343	46128
2111	12349	46121
2112	12354	46115
2113	12360	46108
2114	12366	46102
2115	12372	46096
2116	12377	46090
2117	12383	46084
2118	12389	46078
2119	12394	46071
2120	12400	46066
2121	12406	46060
2122	12412	46054
2123	12418	46048
2124	12423	46041
2125	12429	46036
2126	12435	46029
2127	12441	46023
2128	12447	46017
2129	12452	46011
2130	12458	46004
2131	12464	45998
2132	12469	45991
2133	12475	45985
2134	12481	45978
2135	12487	45973
2136	12492	45967
2137	12498	45960
2138	12504	45954
2139	12510	45948
2140	12515	45942
2141	12521	45936
2142	12527	45930
2143	12533	45924
2144	12539	45919
2145	12545	45913
2146	12551	45908
2147	12557	45903
2148	12563	45899
2149	12569	45893
2150	12575	45888
2151	12581	45882
2152	12586	45875
2153	12592	45867
2154	12597	45860
2155	12603	45853
2156	12608	45845
2157	12613	45838
2158	12619	45830
2159	12624	45822
2160	12630	45815
2161	12635	45807
2162	12640	45799
2163	12645	45792
2164	12651	45784
2165	12656	45776
2166	12661	45767
2167	12666	45759
2168	12672	45752
2169	12677	45744
2170	12683	45737
2171	12688	45729
2172	12693	45721
2173	12699	45715
2174	12704	45708
2175	12709	45699
2176	12715	45691
2177	12720	45684
2178	12726	45677
2179	12731	45669
2180	12736	45662
2181	12742	45654
2182	12747	45647
2183	12752	45639
2184	12758	45632
2185	12763	45624
2186	12768	45615
2187	12774	45608
2188	12779	45601
2189	12785	45594
2190	12790	45586
2191	12796	45579
2192	12801	45572
2193	12806	45565
2194	12812	45557
2195	12817	45549
2196	12822	45542
2197	12828	45534
2198	12833	45527
2199	12838	45519
2200	12844	45512
2201	12849	45504
2202	12855	45498
2203	12860	45490
2204	12866	45483
2205	12871	45476
2206	12876	45468
2207	12882	45462
2208	12888	45455
2209	12893	45447
2210	12898	45439
2211	12903	45431
2212	12909	45424
2213	12914	45417
2214	12920	45410
2215	12925	45402
2216	12931	45396
2217	12936	45389
2218	12942	45382
2219	12947	45374
2220	12952	45366
2221	12958	45359
2222	12963	45351
2223	12968	45344
2224	12973	45335
2225	12979	45329
2226	12984	45321
2227	12990	45313
2228	12995	45305
2229	13000	45297
2230	13005	45289
2231	13011	45282
2232	13016	45275
2233	13022	45268
2234	13027	45260
2235	13032	45253
2236	13038	45245
2237	13043	45238
2238	13048	45230
2239	13054	45223
2240	13059	45216
2241	13064	45208
2242	13070	45201
2243	13075	45194
2244	13081	45187
2245	13086	45180
2246	13092	45173
2247	13097	45166
2248	13103	45159
2249	13160	45329
2250	13169	45334
2251	13177	45338
2252	13188	45347
2253	13200	45363
2254	13211	45375
2255	13221	45385
2256	13232	45397
2257	13243	45408
2258	13254	45419
2259	13265	45430
2260	13276	45441
2261	13287	45453
2262	13298	45465
2263	13308	45475
2264	13319	45487
2265	13331	45499
2266	13342	45511
2267	13353	45523
2268	13364	45535
2269	13375	45548
2270	13386	45559
2271	13397	45570
2272	13408	45580
2273	13419	45591
2274	13430	45603
2275	13441	45615
2276	13452	45626
2277	13463	45637
2278	13474	45648
2279	13484	45658
2280	13495	45669
2281	13506	45681
2282	13517	45692
2283	13528	45703
2284	13540	45717
2285	13551	45729
2286	13562	45739
2287	13573	45749
2288	13584	45760
2289	13595	45773
2290	13607	45786
2291	13618	45798
2292	13629	45810
2293	13639	45816
2294	13646	45816
2295	13653	45813
2296	13661	45812
2297	13668	45811
2298	13675	45809
2299	13682	45806
2300	13690	45805
2301	13697	45803
2302	13704	45802
2303	13712	45802
2304	13719	45800
2305	13726	45800
2306	13734	45799
2307	13741	45798
2308	13749	45797
2309	13756	45796
2310	13764	45796
2311	13771	45795
2312	13779	45794
2313	13786	45792
2314	13794	45792
2315	13801	45791
2316	13809	45789
2317	13816	45788
2318	13823	45787
2319	13831	45785
2320	13838	45783
2321	13845	45782
2322	13852	45780
2323	13860	45779
2324	13867	45778
2325	13875	45778
2326	13882	45777
2327	13890	45775
2328	13897	45773
2329	13904	45771
2330	13911	45769
2331	13919	45769
2332	13926	45767
2333	13933	45765
2334	13941	45763
2335	13948	45762
2336	13955	45759
2337	13962	45758
2338	13970	45758
2339	13977	45755
2340	13984	45753
2341	13992	45752
2342	13999	45751
2343	14006	45748
2344	14014	45747
2345	14021	45746
2346	14028	45744
2347	14035	45742
2348	14043	45740
2349	14050	45738
2350	14057	45737
2351	14064	45734
2352	14072	45733
2353	14079	45730
2354	14086	45729
2355	14093	45726
2356	14101	45725
2357	14108	45722
2358	14115	45722
2359	14123	45722
2360	14130	45720
2361	14138	45719
2362	14213	45936
2363	14221	45935
2364	14228	45934
2365	14236	45935
2366	14244	45935
2367	14251	45933
2368	14259	45932
2369	14266	45930
2370	14273	45928
2371	14281	45926
2372	14288	45923
2373	14295	45922
2374	14302	45919
2375	14309	45916
2376	14317	45915
2377	14324	45914
2378	14332	45911
2379	14339	45910
2380	14346	45909
2381	14354	45907
2382	14361	45905
2383	14368	45903
2384	14376	45902
2385	14383	45899
2386	14391	45898
2387	14398	45896
2388	14405	45894
2389	14413	45892
2390	14420	45890
2391	14427	45889
2392	14435	45887
2393	14442	45886
2394	14449	45883
2395	14457	45882
2396	14464	45879
2397	14472	45878
2398	14479	45877
2399	14487	45875
2400	14494	45874
2401	14502	45873
2402	14509	45871
2403	14517	45870
2404	14524	45868
2405	14531	45866
2406	14539	45865
2407	14546	45863
2408	14553	45861
2409	14561	45859
2410	14568	45856
2411	14574	45850
2412	14580	45843
2413	14585	45834
2414	14590	45826
2415	14596	45818
2416	14601	45810
2417	14606	45801
2418	14611	45792
2419	14617	45784
2420	14622	45774
2421	14627	45765
2422	14632	45758
2423	14638	45750
2424	14643	45742
2425	14649	45736
2426	14655	45728
2427	14660	45721
2428	14666	45714
2429	14672	45708
2430	14678	45701
2431	14684	45695
2432	14690	45689
2433	14696	45682
2434	14701	45673
2435	14707	45667
2436	14713	45662
2437	14719	45655
2438	14725	45650
2439	14731	45642
2440	14737	45637
2441	14743	45630
2442	14749	45624
2443	14754	45616
2444	14760	45609
2445	14766	45602
2446	14772	45596
2447	14777	45589
2448	14783	45582
2449	14789	45575
2450	14795	45568
2451	14800	45561
2452	14806	45554
2453	14812	45548
2454	14818	45541
2455	14824	45535
2456	14830	45528
2457	14835	45521
2458	14841	45514
2459	14847	45507
2460	14853	45501
2461	14859	45495
2462	14865	45488
2463	14870	45481
2464	14876	45474
2465	14882	45467
2466	14888	45460
2467	14894	45454
2468	14899	45448
2469	14905	45441
2470	14911	45435
2471	14917	45428
2472	14923	45421
2473	14929	45415
2474	14935	45409
2475	14941	45402
2476	14946	45396
2477	14952	45389
2478	14958	45382
2479	14964	45376
2480	14970	45369
2481	14976	45362
2482	14981	45356
2483	14987	45349
2484	14993	45342
2485	14999	45335
2486	15004	45328
2487	15010	45321
2488	15016	45314
2489	15022	45308
2490	15029	45304
2491	15034	45297
2492	15040	45291
2493	15046	45283
2494	15051	45276
2495	15057	45270
2496	15063	45263
2497	15069	45257
2498	15075	45250
2499	15081	45243
2500	15087	45237
2501	15093	45230
2502	15098	45223
2503	15104	45217
2504	15110	45210
2505	15116	45204
2506	15122	45197
2507	15127	45190
2508	15133	45183
2509	15139	45176
2510	15145	45169
2511	15151	45163
2512	15156	45156
2513	15162	45149
2514	15168	45143
2515	15174	45136
2516	15180	45130
2517	15185	45123
2518	15191	45117
2519	15256	45284
2520	15262	45277
2521	15268	45271
2522	15274	45266
2523	15280	45259
2524	15286	45253
2525	15292	45247
2526	15298	45240
2527	15303	45233
2528	15309	45226
2529	15315	45218
2530	15320	45211
2531	15326	45204
2532	15332	45197
2533	15338	45191
2534	15343	45184
2535	15349	45177
2536	15355	45170
2537	15361	45163
2538	15367	45156
2539	15372	45149
2540	15378	45142
2541	15384	45135
2542	15389	45128
2543	15395	45120
2544	15401	45114
2545	15407	45108
2546	15413	45101
2547	15418	45094
2548	15424	45087
2549	15430	45081
2550	15436	45073
2551	15442	45068
2552	15448	45061
2553	15453	45054
2554	15459	45047
2555	15465	45041
2556	15471	45034
2557	15477	45027
2558	15483	45021
2559	15488	45014
2560	15494	45007
2561	15500	45000
2562	15505	44993
2563	15511	44985
2564	15517	44979
2565	15523	44972
2566	15528	44965
2567	15534	44958
2568	15540	44951
2569	15546	44944
2570	15551	44937
2571	15557	44931
2572	15563	44924
2573	15568	44916
2574	15574	44909
2575	15580	44901
2576	15585	44893
2577	15591	44887
2578	15596	44879
2579	15602	44872
2580	15608	44864
2581	15613	44857
2582	15619	44850
2583	15625	44843
2584	15630	44835
2585	15636	44828
2586	15642	44822
2587	15647	44815
2588	15653	44808
2589	15659	44801
2590	15664	44793
2591	15670	44785
2592	15676	44779
2593	15681	44772
2594	15687	44765
2595	15694	44761
2596	15700	44755
2597	15706	44748
2598	15715	44750
2599	15721	44745
2600	15727	44740
2601	15733	44733
2602	15739	44726
2603	15745	44720
2604	15750	44712
2605	15756	44705
2606	15762	44698
2607	15767	44692
2608	15773	44684
2609	15779	44677
2610	15784	44670
2611	15790	44663
2612	15796	44656
2613	15802	44650
2614	15807	44643
2615	15813	44635
2616	15819	44628
2617	15824	44621
2618	15830	44613
2619	15835	44606
2620	15841	44599
2621	15847	44592
2622	15853	44585
2623	15858	44578
2624	15864	44570
2625	15869	44563
2626	15875	44556
2627	15881	44549
2628	15886	44541
2629	15892	44533
2630	15897	44526
2631	15903	44519
2632	15908	44512
2633	15914	44505
2634	15920	44499
2635	15926	44491
2636	15931	44484
2637	15937	44477
2638	15943	44471
2639	15949	44464
2640	15954	44457
2641	15960	44450
2642	15966	44443
2643	15971	44435
2644	15977	44428
2645	15982	44421
2646	15988	44413
2647	15994	44406
2648	15999	44399
2649	16005	44391
2650	16010	44384
2651	16016	44377
2652	16021	44369
2653	16027	44362
2654	16033	44355
2655	16038	44348
2656	16044	44341
2657	16050	44333
2658	16055	44326
2659	16061	44319
2660	16066	44312
2661	16072	44304
2662	16078	44297
2663	16083	44290
2664	16089	44283
2665	16094	44276
2666	16100	44269
2667	16106	44262
2668	16111	44254
2669	16117	44247
2670	16122	44239
2671	16128	44232
2672	16134	44226
2673	16139	44218
2674	16145	44211
2675	16151	44204
2676	16156	44197
2677	16162	44190
2678	16168	44183
2679	16173	44176
2680	16179	44169
2681	16184	44161
2682	16190	44154
2683	16195	44146
2684	16201	44139
2685	16207	44132
2686	16212	44124
2687	16218	44117
2688	16223	44109
2689	16229	44102
2690	16234	44095
2691	16240	44087
2692	16308	44251
2693	16315	44245
2694	16321	44239
2695	16327	44233
2696	16333	44228
2697	16339	44222
2698	16345	44216
2699	16351	44210
2700	16358	44206
2701	16364	44199
2702	16370	44192
2703	16375	44185
2704	16381	44179
2705	16387	44172
2706	16393	44165
2707	16398	44158
2708	16404	44151
2709	16410	44145
2710	16416	44138
2711	16422	44132
2712	16428	44125
2713	16434	44118
2714	16439	44111
2715	16445	44105
2716	16451	44098
2717	16457	44091
2718	16463	44085
2719	16468	44078
2720	16474	44071
2721	16480	44064
2722	16486	44058
2723	16491	44051
2724	16497	44044
2725	16504	44039
2726	16510	44032
2727	16516	44026
2728	16521	44019
2729	16527	44013
2730	16533	44006
2731	16539	44000
2732	16545	43993
2733	16551	43987
2734	16556	43980
2735	16562	43974
2736	16568	43967
2737	16574	43960
2738	16580	43953
2739	16586	43946
2740	16591	43940
2741	16598	43934
2742	16604	43928
2743	16610	43922
2744	16615	43915
2745	16621	43909
2746	16627	43902
2747	16633	43896
2748	16639	43889
2749	16645	43882
2750	16651	43876
2751	16656	43869
2752	16662	43863
2753	16668	43857
2754	16674	43850
2755	16680	43843
2756	16686	43837
2757	16692	43830
2758	16698	43824
2759	16703	43817
2760	16709	43811
2761	16715	43804
2762	16721	43797
2763	16726	43790
2764	16732	43783
2765	16738	43777
2766	16744	43771
2767	16750	43765
2768	16756	43759
2769	16762	43752
2770	16768	43746
2771	16774	43738
2772	16779	43731
2773	16785	43723
2774	16791	43717
2775	16797	43710
2776	16802	43704
2777	16808	43698
2778	16813	43689
2779	16819	43681
2780	16824	43672
2781	16829	43665
2782	16834	43657
2783	16840	43649
2784	16845	43641
2785	16850	43633
2786	16856	43626
2787	16861	43618
2788	16867	43610
2789	16872	43602
2790	16878	43595
2791	16883	43587
2792	16888	43579
2793	16894	43571
2794	16899	43564
2795	16904	43555
2796	16910	43548
2797	16915	43540
2798	16921	43533
2799	16926	43525
2800	16932	43518
2801	16937	43511
2802	16943	43503
2803	16948	43495
2804	16953	43488
2805	16959	43480
2806	16964	43472
2807	16970	43465
2808	16975	43457
2809	16980	43449
2810	16986	43441
2811	16991	43433
2812	16997	43426
2813	17002	43418
2814	17008	43411
2815	17013	43403
2816	17019	43396
2817	17024	43388
2818	17029	43381
2819	17035	43373
2820	17040	43364
2821	17045	43357
2822	17051	43350
2823	17056	43342
2824	17062	43334
2825	17067	43327
2826	17072	43319
2827	17078	43311
2828	17083	43303
2829	17088	43296
2830	17094	43288
2831	17099	43280
2832	17105	43273
2833	17110	43265
2834	17116	43258
2835	17121	43251
2836	17127	43243
2837	17132	43235
2838	17137	43227
2839	17143	43220
2840	17148	43213
2841	17154	43206
2842	17159	43198
2843	17165	43190
2844	17170	43183
2845	17176	43175
2846	17181	43168
2847	17187	43161
2848	17192	43154
2849	17198	43147
2850	17204	43140
2851	17209	43131
2852	17214	43123
2853	17219	43116
2854	17225	43108
2855	17230	43101
2856	17236	43094
2857	17241	43086
2858	17247	43079
2859	17253	43072
2860	17258	43064
2861	17263	43056
2862	17268	43048
2863	17274	43041
2864	17279	43033
2865	17285	43026
2866	17356	43181
2867	17362	43175
2868	17367	43168
2869	17373	43161
2870	17379	43154
2871	17385	43148
2872	17390	43140
2873	17395	43132
2874	17401	43124
2875	17406	43117
2876	17412	43109
2877	17417	43102
2878	17423	43095
2879	17428	43088
2880	17434	43081
2881	17440	43073
2882	17445	43065
2883	17450	43058
2884	17456	43050
2885	17461	43042
2886	17466	43035
2887	17472	43027
2888	17478	43020
2889	17483	43013
2890	17489	43006
2891	17494	42999
2892	17500	42991
2893	17505	42984
2894	17511	42976
2895	17516	42968
2896	17521	42961
2897	17527	42952
2898	17532	42944
2899	17537	42937
2900	17543	42929
2901	17548	42921
2902	17553	42914
2903	17559	42906
2904	17564	42899
2905	17570	42891
2906	17575	42884
2907	17580	42876
2908	17586	42869
2909	17592	42861
2910	17597	42853
2911	17602	42845
2912	17607	42838
2913	17613	42830
2914	17618	42822
2915	17624	42815
2916	17629	42808
2917	17635	42800
2918	17640	42793
2919	17646	42785
2920	17651	42778
2921	17656	42770
2922	17662	42762
2923	17667	42754
2924	17672	42747
2925	17678	42740
2926	17683	42732
2927	17690	42728
2928	17696	42722
2929	17702	42716
2930	17709	42711
2931	17715	42704
2932	17721	42698
2933	17727	42693
2934	17733	42687
2935	17739	42680
2936	17745	42673
2937	17750	42667
2938	17756	42660
2939	17762	42653
2940	17768	42647
2941	17774	42641
2942	17779	42634
2943	17786	42629
2944	17792	42623
2945	17798	42617
2946	17804	42610
2947	17810	42604
2948	17815	42597
2949	17821	42590
2950	17827	42584
2951	17833	42578
2952	17839	42571
2953	17845	42565
2954	17851	42558
2955	17856	42551
2956	17862	42545
2957	17868	42538
2958	17874	42532
2959	17879	42525
2960	17885	42519
2961	17891	42513
2962	17897	42506
2963	17903	42500
2964	17909	42493
2965	17915	42487
2966	17921	42481
2967	17927	42474
2968	17933	42469
2969	17939	42462
2970	17945	42455
2971	17951	42449
2972	17957	42443
2973	17962	42436
2974	17968	42430
2975	17974	42424
2976	17980	42418
2977	17986	42411
2978	17992	42404
2979	17998	42398
2980	18003	42391
2981	18009	42385
2982	18015	42379
2983	18021	42373
2984	18027	42365
2985	18032	42357
2986	18037	42349
2987	18043	42342
2988	18048	42334
2989	18053	42326
2990	18059	42319
2991	18064	42310
2992	18069	42302
2993	18074	42295
2994	18080	42287
2995	18085	42280
2996	18091	42273
2997	18096	42265
2998	18102	42258
2999	18107	42251
3000	18113	42243
3001	18118	42236
3002	18124	42229
3003	18129	42221
3004	18134	42214
3005	18140	42206
3006	18145	42199
3007	18151	42191
3008	18156	42185
3009	18162	42177
3010	18167	42170
3011	18173	42163
3012	18178	42155
3013	18184	42148
3014	18189	42141
3015	18195	42134
3016	18200	42126
3017	18206	42119
3018	18211	42111
3019	18217	42104
3020	18222	42097
3021	18228	42090
3022	18233	42082
3023	18238	42074
3024	18243	42066
3025	18249	42059
3026	18255	42052
3027	18260	42045
3028	18266	42038
3029	18271	42030
3030	18276	42022
3031	18282	42015
3032	18287	42008
3033	18293	42001
3034	18298	41993
3035	18304	41985
3036	18309	41978
3037	18314	41970
3038	18319	41962
3039	18325	41955
3040	18330	41948
3041	18336	41940
3042	18408	42086
3043	18415	42081
3044	18421	42075
3045	18426	42068
3046	18432	42061
3047	18438	42054
3048	18443	42047
3049	18449	42039
3050	18454	42032
3051	18460	42024
3052	18465	42017
3053	18470	42010
3054	18476	42003
3055	18482	41996
3056	18487	41988
3057	18493	41981
3058	18498	41974
3059	18504	41966
3060	18509	41959
3061	18514	41951
3062	18520	41944
3063	18525	41937
3064	18531	41929
3065	18536	41922
3066	18542	41914
3067	18547	41907
3068	18553	41900
3069	18558	41892
3070	18563	41884
3071	18569	41877
3072	18574	41870
3073	18579	41862
3074	18585	41855
3075	18590	41847
3076	18596	41840
3077	18601	41832
3078	18607	41825
3079	18612	41818
3080	18618	41811
3081	18623	41803
3082	18629	41796
3083	18634	41789
3084	18640	41781
3085	18645	41774
3086	18650	41766
3087	18656	41759
3088	18662	41752
3089	18667	41745
3090	18672	41737
3091	18678	41730
3092	18683	41723
3093	18689	41716
3094	18694	41708
3095	18700	41701
3096	18705	41694
3097	18711	41687
3098	18717	41680
3099	18722	41673
3100	18728	41666
3101	18733	41659
3102	18739	41652
3103	18744	41644
3104	18750	41637
3105	18756	41630
3106	18761	41623
3107	18766	41615
3108	18772	41608
3109	18778	41601
3110	18783	41594
3111	18789	41586
3112	18794	41579
3113	18800	41572
3114	18805	41565
3115	18810	41557
3116	18816	41549
3117	18821	41542
3118	18827	41535
3119	18832	41527
3120	18837	41520
3121	18843	41513
3122	18848	41506
3123	18854	41499
3124	18860	41492
3125	18865	41485
3126	18871	41478
3127	18876	41471
3128	18882	41463
3129	18888	41457
3130	18893	41450
3131	18898	41442
3132	18904	41434
3133	18909	41427
3134	18914	41419
3135	18920	41412
3136	18925	41404
3137	18930	41396
3138	18936	41389
3139	18941	41382
3140	18947	41374
3141	18952	41368
3142	18958	41360
3143	18963	41352
3144	18968	41345
3145	18974	41338
3146	18979	41330
3147	18985	41323
3148	18990	41315
3149	18995	41308
3150	19001	41300
3151	19006	41293
3152	19012	41286
3153	19017	41279
3154	19022	41271
3155	19028	41264
3156	19033	41257
3157	19039	41250
3158	19045	41243
3159	19050	41236
3160	19056	41229
3161	19061	41221
3162	19067	41214
3163	19072	41207
3164	19078	41200
3165	19083	41193
3166	19089	41185
3167	19094	41178
3168	19099	41170
3169	19105	41163
3170	19110	41155
3171	19116	41148
3172	19121	41141
3173	19126	41133
3174	19132	41126
3175	19137	41119
3176	19143	41111
3177	19148	41104
3178	19153	41097
3179	19159	41090
3180	19164	41083
3181	19170	41075
3182	19175	41068
3183	19181	41061
3184	19186	41053
3185	19192	41046
3186	19197	41039
3187	19202	41031
3188	19208	41025
3189	19213	41017
3190	19219	41010
3191	19224	41002
3192	19230	40995
3193	19235	40988
3194	19240	40980
3195	19246	40973
3196	19251	40965
3197	19256	40958
3198	19262	40950
3199	19267	40944
3200	19273	40937
3201	19279	40930
3202	19284	40923
3203	19289	40915
3204	19295	40908
3205	19300	40900
3206	19305	40893
3207	19311	40885
3208	19316	40878
3209	19322	40871
3210	19327	40864
3211	19332	40856
3212	19338	40850
3213	19344	40842
3214	19349	40835
3215	19354	40828
3216	19360	40820
3217	19365	40813
3218	19371	40806
3219	19376	40799
3220	19382	40792
3221	19388	40785
3222	19468	40936
3223	19474	40931
3224	19481	40926
3225	19488	40921
3226	19495	40917
3227	19501	40912
3228	19508	40907
3229	19514	40902
3230	19520	40896
